year_film,year_ceremony,ceremony,category,name,film,win,cat__c
1962,1963,35,WRITING (Story and Screenplay--written directly for the screen),Ingmar Bergman,Through a Glass Darkly,False,WRITING
1963,1964,36,ACTOR,Albert Finney,Tom Jones,False,ACTOR
1963,1964,36,ACTOR,Richard Harris,This Sporting Life,False,ACTOR
1963,1964,36,ACTOR,Rex Harrison,Cleopatra,False,ACTOR
1963,1964,36,ACTOR,Paul Newman,Hud,False,ACTOR
1963,1964,36,ACTOR,Sidney Poitier,Lilies of the Field,True,ACTOR
1963,1964,36,ACTOR IN A SUPPORTING ROLE,Nick Adams,Twilight of Honor,False,ACTOR
1963,1964,36,ACTOR IN A SUPPORTING ROLE,Bobby Darin,"Captain Newman, M.D.",False,ACTOR
1963,1964,36,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Hud,True,ACTOR
1963,1964,36,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Tom Jones,False,ACTOR
1963,1964,36,ACTOR IN A SUPPORTING ROLE,John Huston,The Cardinal,False,ACTOR
1963,1964,36,ACTRESS,Leslie Caron,The L-Shaped Room,False,ACTRESS
1963,1964,36,ACTRESS,Shirley MacLaine,Irma La Douce,False,ACTRESS
1963,1964,36,ACTRESS,Patricia Neal,Hud,True,ACTRESS
1963,1964,36,ACTRESS,Rachel Roberts,This Sporting Life,False,ACTRESS
1963,1964,36,ACTRESS,Natalie Wood,Love with the Proper Stranger,False,ACTRESS
1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Diane Cilento,Tom Jones,False,ACTRESS
1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,Tom Jones,False,ACTRESS
1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Tom Jones,False,ACTRESS
1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Margaret Rutherford,The V.I.P.s,True,ACTRESS
1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Lilia Skala,Lilies of the Field,False,ACTRESS
1963,1964,36,ART DIRECTION (Black-and-White),Gene Callahan,America America,True,ART DIRECTION
1963,1964,36,ART DIRECTION (Black-and-White),Piero Gherardi,Federico Fellini's 8-1/2,False,ART DIRECTION
1963,1964,36,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Tambi Larsen;  Set Decoration:  Sam Comer, Robert Benton",Hud,False,ART DIRECTION
1963,1964,36,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Grace Gregory",Love with the Proper Stranger,False,ART DIRECTION
1963,1964,36,ART DIRECTION (Black-and-White),"Art Direction:  George W. Davis, Paul Groesse;  Set Decoration:  Henry Grace, Hugh Hunt",Twilight of Honor,False,ART DIRECTION
1963,1964,36,ART DIRECTION (Color),Art Direction:  Lyle Wheeler;  Set Decoration:  Gene Callahan,The Cardinal,False,ART DIRECTION
1963,1964,36,ART DIRECTION (Color),"Art Direction:  John DeCuir, Jack Martin Smith, Hilyard Brown, Herman Blumenthal, Elven Webb, Maurice Pelling, Boris Juraga;  Set Decoration:  Walter M. Scott, Paul S. Fox, Ray Moyer",Cleopatra,True,ART DIRECTION
1963,1964,36,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, James Payne",Come Blow Your Horn,False,ART DIRECTION
1963,1964,36,ART DIRECTION (Color),"Art Direction:  George W. Davis, William Ferrari, Addison Hehr;  Set Decoration:  Henry Grace, Don Greenwood, Jr., Jack Mills",How the West Was Won,False,ART DIRECTION
1963,1964,36,ART DIRECTION (Color),"Art Direction:  Ralph Brinton, Ted Marshall, Jocelyn Herbert;  Set Decoration:  Josie MacAvin",Tom Jones,False,ART DIRECTION
1963,1964,36,CINEMATOGRAPHY (Black-and-White),George Folsey,The Balcony,False,CINEMATOGRAPHY
1963,1964,36,CINEMATOGRAPHY (Black-and-White),Lucien Ballard,The Caretakers,False,CINEMATOGRAPHY
1963,1964,36,CINEMATOGRAPHY (Black-and-White),James Wong Howe,Hud,True,CINEMATOGRAPHY
1963,1964,36,CINEMATOGRAPHY (Black-and-White),Ernest Haller,Lilies of the Field,False,CINEMATOGRAPHY
1963,1964,36,CINEMATOGRAPHY (Black-and-White),Milton Krasner,Love with the Proper Stranger,False,CINEMATOGRAPHY
1963,1964,36,CINEMATOGRAPHY (Color),Leon Shamroy,The Cardinal,False,CINEMATOGRAPHY
1963,1964,36,CINEMATOGRAPHY (Color),Leon Shamroy,Cleopatra,True,CINEMATOGRAPHY
1963,1964,36,CINEMATOGRAPHY (Color),"William H. Daniels, Milton Krasner, Charles Lang, Jr., Joseph LaShelle",How the West Was Won,False,CINEMATOGRAPHY
1963,1964,36,CINEMATOGRAPHY (Color),Joseph LaShelle,Irma La Douce,False,CINEMATOGRAPHY
1963,1964,36,CINEMATOGRAPHY (Color),Ernest Laszlo,"It's a Mad, Mad, Mad, Mad World",False,CINEMATOGRAPHY
1963,1964,36,COSTUME DESIGN (Black-and-White),Piero Gherardi,Federico Fellini's 8-1/2,True,COSTUME DESIGN
1963,1964,36,COSTUME DESIGN (Black-and-White),Edith Head,Love with the Proper Stranger,False,COSTUME DESIGN
1963,1964,36,COSTUME DESIGN (Black-and-White),Travilla,The Stripper,False,COSTUME DESIGN
1963,1964,36,COSTUME DESIGN (Black-and-White),Bill Thomas,Toys in the Attic,False,COSTUME DESIGN
1963,1964,36,COSTUME DESIGN (Black-and-White),Edith Head,Wives and Lovers,False,COSTUME DESIGN
1963,1964,36,COSTUME DESIGN (Color),Donald Brooks,The Cardinal,False,COSTUME DESIGN
1963,1964,36,COSTUME DESIGN (Color),"Irene Sharaff, Vittorio Nino Novarese, Renie",Cleopatra,True,COSTUME DESIGN
1963,1964,36,COSTUME DESIGN (Color),Walter Plunkett,How the West Was Won,False,COSTUME DESIGN
1963,1964,36,COSTUME DESIGN (Color),Piero Tosi,The Leopard,False,COSTUME DESIGN
1963,1964,36,COSTUME DESIGN (Color),Edith Head,A New Kind of Love,False,COSTUME DESIGN
1963,1964,36,DIRECTING,Elia Kazan,America America,False,DIRECTING
1963,1964,36,DIRECTING,Otto Preminger,The Cardinal,False,DIRECTING
1963,1964,36,DIRECTING,Federico Fellini,Federico Fellini's 8-1/2,False,DIRECTING
1963,1964,36,DIRECTING,Martin Ritt,Hud,False,DIRECTING
1963,1964,36,DIRECTING,Tony Richardson,Tom Jones,True,DIRECTING
1963,1964,36,DOCUMENTARY (Feature),"Paul de Roubaix, Producer",Le Maillon et la Chaine (The Link and the Chain),False,DOCUMENTARY
1963,1964,36,DOCUMENTARY (Feature),"Robert Hughes, Producer",Robert Frost: A Lover's Quarrel with the World,True,DOCUMENTARY
1963,1964,36,DOCUMENTARY (Feature),"Edgar Anstey, Producer",Terminus,False,DOCUMENTARY
1963,1964,36,DOCUMENTARY (Feature),"Marshall Flaum, Producer",The Yanks Are Coming,False,DOCUMENTARY
1963,1964,36,DOCUMENTARY (Short Subject),"Simon Schiffrin, Producer",Chagall,True,SHORT SUBJECT
1963,1964,36,DOCUMENTARY (Short Subject),"George Stevens, Jr., Producer",The Five Cities of June,False,SHORT SUBJECT
1963,1964,36,DOCUMENTARY (Short Subject),"Algernon G. Walker, Producer",The Spirit of America,False,SHORT SUBJECT
1963,1964,36,DOCUMENTARY (Short Subject),"Edgar Anstey, Producer",Thirty Million Letters,False,SHORT SUBJECT
1963,1964,36,DOCUMENTARY (Short Subject),"Mel London, Producer",To Live Again,False,SHORT SUBJECT
1963,1964,36,FILM EDITING,Louis R. Loeffler,The Cardinal,False,FILM EDITING
1963,1964,36,FILM EDITING,Dorothy Spencer,Cleopatra,False,FILM EDITING
1963,1964,36,FILM EDITING,Ferris Webster,The Great Escape,False,FILM EDITING
1963,1964,36,FILM EDITING,Harold F. Kress,How the West Was Won,True,FILM EDITING
1963,1964,36,FILM EDITING,"Frederic Knudtson, Robert C. Jones, Gene Fowler, Jr.","It's a Mad, Mad, Mad, Mad World",False,FILM EDITING
1963,1964,36,FOREIGN LANGUAGE FILM,Italy,Federico Fellini's 8-1/2,True,FOREIGN LANGUAGE FILM
1963,1964,36,FOREIGN LANGUAGE FILM,Poland,Knife in the Water,False,FOREIGN LANGUAGE FILM
1963,1964,36,FOREIGN LANGUAGE FILM,Spain,Los Tarantos,False,FOREIGN LANGUAGE FILM
1963,1964,36,FOREIGN LANGUAGE FILM,Greece,The Red Lanterns,False,FOREIGN LANGUAGE FILM
1963,1964,36,FOREIGN LANGUAGE FILM,Japan,Twin Sisters of Kyoto,False,FOREIGN LANGUAGE FILM
1963,1964,36,MUSIC (Music Score--substantially original),Alex North,Cleopatra,False,MUSIC
1963,1964,36,MUSIC (Music Score--substantially original),Dimitri Tiomkin,55 Days at Peking,False,MUSIC
1963,1964,36,MUSIC (Music Score--substantially original),"Alfred Newman, Ken Darby",How the West Was Won,False,MUSIC
1963,1964,36,MUSIC (Music Score--substantially original),Ernest Gold,"It's a Mad, Mad, Mad, Mad World",False,MUSIC
1963,1964,36,MUSIC (Music Score--substantially original),John Addison,Tom Jones,True,MUSIC
1963,1964,36,MUSIC (Scoring of Music--adaptation or treatment),John Green,Bye Bye Birdie,False,MUSIC
1963,1964,36,MUSIC (Scoring of Music--adaptation or treatment),Andre Previn,Irma La Douce,True,MUSIC
1963,1964,36,MUSIC (Scoring of Music--adaptation or treatment),Leith Stevens,A New Kind of Love,False,MUSIC
1963,1964,36,MUSIC (Scoring of Music--adaptation or treatment),Maurice Jarre,Sundays and Cybele,False,MUSIC
1963,1964,36,MUSIC (Scoring of Music--adaptation or treatment),George Bruns,The Sword in the Stone,False,MUSIC
1963,1964,36,MUSIC (Song),Music by James Van Heusen; Lyrics by Sammy Cahn,Papa's Delicate Condition,True,MUSIC
1963,1964,36,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,Charade,False,MUSIC
1963,1964,36,MUSIC (Song),Music by Ernest Gold; Lyrics by Mack David,"It's a Mad, Mad, Mad, Mad World",False,MUSIC
1963,1964,36,MUSIC (Song),Music by Riz Ortolani and Nino Oliviero; Lyrics by Norman Newell,Mondo Cane,False,MUSIC
1963,1964,36,MUSIC (Song),Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster,55 Days at Peking,False,MUSIC
1963,1964,36,BEST PICTURE,"Elia Kazan, Producer",America America,False,BEST PICTURE
1963,1964,36,BEST PICTURE,"Walter Wanger, Producer",Cleopatra,False,BEST PICTURE
1963,1964,36,BEST PICTURE,"Bernard Smith, Producer",How the West Was Won,False,BEST PICTURE
1963,1964,36,BEST PICTURE,"Ralph Nelson, Producer",Lilies of the Field,False,BEST PICTURE
1963,1964,36,BEST PICTURE,"Tony Richardson, Producer",Tom Jones,True,BEST PICTURE
1963,1964,36,SHORT SUBJECT (Cartoon),"John Halas, Producer",Automania 2000,False,SHORT SUBJECT
1963,1964,36,SHORT SUBJECT (Cartoon),"Ernest Pintoff, Producer",The Critic,True,SHORT SUBJECT
1963,1964,36,SHORT SUBJECT (Cartoon),"Dusan Vukotic, Producer",The Game (Igra),False,SHORT SUBJECT
1963,1964,36,SHORT SUBJECT (Cartoon),"Colin Low and Tom Daly, Producers",My Financial Career,False,SHORT SUBJECT
1963,1964,36,SHORT SUBJECT (Cartoon),"Carmen D'Avino, Producer",Pianissimo,False,SHORT SUBJECT
1963,1964,36,SHORT SUBJECT (Live Action),"Ezra Baker, Producer",The Concert,False,SHORT SUBJECT
1963,1964,36,SHORT SUBJECT (Live Action),"James Hill, Producer",Home-Made Car,False,SHORT SUBJECT
1963,1964,36,SHORT SUBJECT (Live Action),"Paul de Roubaix and Marcel Ichac, Producers",An Occurrence at Owl Creek Bridge,True,SHORT SUBJECT
1963,1964,36,SHORT SUBJECT (Live Action),"Christopher Miles, Producer",Six-Sided Triangle,False,SHORT SUBJECT
1963,1964,36,SHORT SUBJECT (Live Action),"Walker Stuart, Producer",That's Me,False,SHORT SUBJECT
1963,1964,36,SOUND,"Columbia Studio Sound Department, Charles Rice, Sound Director",Bye Bye Birdie,False,SOUND
1963,1964,36,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director","Captain Newman, M.D.",False,SOUND
1963,1964,36,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",Cleopatra,False,SOUND
1963,1964,36,SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",How the West Was Won,True,SOUND
1963,1964,36,SOUND,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director","It's a Mad, Mad, Mad, Mad World",False,SOUND
1963,1964,36,SOUND EFFECTS,Robert L. Bratton,A Gathering of Eagles,False,SOUND EFFECTS
1963,1964,36,SOUND EFFECTS,Walter G. Elliott,"It's a Mad, Mad, Mad, Mad World",True,SOUND EFFECTS
1963,1964,36,SPECIAL EFFECTS,Ub Iwerks,The Birds,False,SPECIAL EFFECTS
1963,1964,36,SPECIAL EFFECTS,"Emil Kosa, Jr.",Cleopatra,True,SPECIAL EFFECTS
1963,1964,36,WRITING (Screenplay--based on material from another medium),"Richard L. Breen, Phoebe Ephron, Henry Ephron","Captain Newman, M.D.",False,WRITING
1963,1964,36,WRITING (Screenplay--based on material from another medium),"Irving Ravetch, Harriet Frank, Jr.",Hud,False,WRITING
1963,1964,36,WRITING (Screenplay--based on material from another medium),James Poe,Lilies of the Field,False,WRITING
1963,1964,36,WRITING (Screenplay--based on material from another medium),"Serge Bourguignon, Antoine Tudal",Sundays and Cybele,False,WRITING
1963,1964,36,WRITING (Screenplay--based on material from another medium),John Osborne,Tom Jones,True,WRITING
1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),Elia Kazan,America America,False,WRITING
1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),"Federico Fellini, Ennio Flaiano, Tullio Pinelli, Brunello Rondi",Federico Fellini's 8-1/2,False,WRITING
1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),"Story by Pasquale Festa Campanile, Massimo Franciosa, Nanni Loy, Vasco Pratolini;  Screenplay by Carlo Bernari, Pasquale Festa Campanile, Massimo Franciosa, Nanni Loy",The Four Days of Naples,False,WRITING
1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),James R. Webb,How the West Was Won,True,WRITING
1963,1964,36,WRITING (Story and Screenplay--written directly for the screen),Arnold Schulman,Love with the Proper Stranger,False,WRITING
1964,1965,37,ACTOR,Richard Burton,Becket,False,ACTOR
1964,1965,37,ACTOR,Rex Harrison,My Fair Lady,True,ACTOR
1964,1965,37,ACTOR,Peter O'Toole,Becket,False,ACTOR
1964,1965,37,ACTOR,Anthony Quinn,Zorba the Greek,False,ACTOR
1964,1965,37,ACTOR,Peter Sellers,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,ACTOR
1964,1965,37,ACTOR IN A SUPPORTING ROLE,John Gielgud,Becket,False,ACTOR
1964,1965,37,ACTOR IN A SUPPORTING ROLE,Stanley Holloway,My Fair Lady,False,ACTOR
1964,1965,37,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,Seven Days in May,False,ACTOR
1964,1965,37,ACTOR IN A SUPPORTING ROLE,Lee Tracy,The Best Man,False,ACTOR
1964,1965,37,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Topkapi,True,ACTOR
1964,1965,37,ACTRESS,Julie Andrews,Mary Poppins,True,ACTRESS
1964,1965,37,ACTRESS,Anne Bancroft,The Pumpkin Eater,False,ACTRESS
1964,1965,37,ACTRESS,Sophia Loren,Marriage Italian Style,False,ACTRESS
1964,1965,37,ACTRESS,Debbie Reynolds,The Unsinkable Molly Brown,False,ACTRESS
1964,1965,37,ACTRESS,Kim Stanley,Seance on a Wet Afternoon,False,ACTRESS
1964,1965,37,ACTRESS IN A SUPPORTING ROLE,Gladys Cooper,My Fair Lady,False,ACTRESS
1964,1965,37,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,The Chalk Garden,False,ACTRESS
1964,1965,37,ACTRESS IN A SUPPORTING ROLE,Grayson Hall,The Night of the Iguana,False,ACTRESS
1964,1965,37,ACTRESS IN A SUPPORTING ROLE,Lila Kedrova,Zorba the Greek,True,ACTRESS
1964,1965,37,ACTRESS IN A SUPPORTING ROLE,Agnes Moorehead,"Hush...Hush, Sweet Charlotte",False,ACTRESS
1964,1965,37,ART DIRECTION (Black-and-White),"Art Direction:  George W. Davis, Hans Peters, Elliot Scott;  Set Decoration:  Henry Grace, Robert R. Benton",The Americanization of Emily,False,ART DIRECTION
1964,1965,37,ART DIRECTION (Black-and-White),Art Direction:  William Glasgow;  Set Decoration:  Raphael Bretton,"Hush...Hush, Sweet Charlotte",False,ART DIRECTION
1964,1965,37,ART DIRECTION (Black-and-White),Stephen Grimes,The Night of the Iguana,False,ART DIRECTION
1964,1965,37,ART DIRECTION (Black-and-White),Art Direction:  Cary Odell;  Set Decoration:  Edward G. Boyle,Seven Days in May,False,ART DIRECTION
1964,1965,37,ART DIRECTION (Black-and-White),Vassilis Fotopoulos,Zorba the Greek,True,ART DIRECTION
1964,1965,37,ART DIRECTION (Color),"Art Direction:  John Bryan, Maurice Carter;  Set Decoration:  Patrick McLoughlin, Robert Cartwright",Becket,False,ART DIRECTION
1964,1965,37,ART DIRECTION (Color),"Art Direction:  Carroll Clark, William H. Tuntke;  Set Decoration:  Emile Kuri, Hal Gausman",Mary Poppins,False,ART DIRECTION
1964,1965,37,ART DIRECTION (Color),"Art Direction:  Gene Allen, Cecil Beaton;  Set Decoration:  George James Hopkins",My Fair Lady,True,ART DIRECTION
1964,1965,37,ART DIRECTION (Color),"Art Direction:  George W. Davis, Preston Ames;  Set Decoration:  Henry Grace, Hugh Hunt",The Unsinkable Molly Brown,False,ART DIRECTION
1964,1965,37,ART DIRECTION (Color),"Art Direction:  Jack Martin Smith, Ted Haworth;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",What a Way to Go!,False,ART DIRECTION
1964,1965,37,CINEMATOGRAPHY (Black-and-White),Philip H. Lathrop,The Americanization of Emily,False,CINEMATOGRAPHY
1964,1965,37,CINEMATOGRAPHY (Black-and-White),Milton Krasner,Fate Is the Hunter,False,CINEMATOGRAPHY
1964,1965,37,CINEMATOGRAPHY (Black-and-White),Joseph Biroc,"Hush...Hush, Sweet Charlotte",False,CINEMATOGRAPHY
1964,1965,37,CINEMATOGRAPHY (Black-and-White),Gabriel Figueroa,The Night of the Iguana,False,CINEMATOGRAPHY
1964,1965,37,CINEMATOGRAPHY (Black-and-White),Walter Lassally,Zorba the Greek,True,CINEMATOGRAPHY
1964,1965,37,CINEMATOGRAPHY (Color),Geoffrey Unsworth,Becket,False,CINEMATOGRAPHY
1964,1965,37,CINEMATOGRAPHY (Color),William H. Clothier,Cheyenne Autumn,False,CINEMATOGRAPHY
1964,1965,37,CINEMATOGRAPHY (Color),Edward Colman,Mary Poppins,False,CINEMATOGRAPHY
1964,1965,37,CINEMATOGRAPHY (Color),Harry Stradling,My Fair Lady,True,CINEMATOGRAPHY
1964,1965,37,CINEMATOGRAPHY (Color),Daniel L. Fapp,The Unsinkable Molly Brown,False,CINEMATOGRAPHY
1964,1965,37,COSTUME DESIGN (Black-and-White),Edith Head,A House Is Not a Home,False,COSTUME DESIGN
1964,1965,37,COSTUME DESIGN (Black-and-White),Norma Koch,"Hush...Hush, Sweet Charlotte",False,COSTUME DESIGN
1964,1965,37,COSTUME DESIGN (Black-and-White),Howard Shoup,Kisses for My President,False,COSTUME DESIGN
1964,1965,37,COSTUME DESIGN (Black-and-White),Dorothy Jeakins,The Night of the Iguana,True,COSTUME DESIGN
1964,1965,37,COSTUME DESIGN (Black-and-White),René Hubert,The Visit,False,COSTUME DESIGN
1964,1965,37,COSTUME DESIGN (Color),Margaret Furse,Becket,False,COSTUME DESIGN
1964,1965,37,COSTUME DESIGN (Color),Tony Walton,Mary Poppins,False,COSTUME DESIGN
1964,1965,37,COSTUME DESIGN (Color),Cecil Beaton,My Fair Lady,True,COSTUME DESIGN
1964,1965,37,COSTUME DESIGN (Color),Morton Haack,The Unsinkable Molly Brown,False,COSTUME DESIGN
1964,1965,37,COSTUME DESIGN (Color),"Edith Head, Moss Mabry",What a Way to Go!,False,COSTUME DESIGN
1964,1965,37,DIRECTING,Peter Glenville,Becket,False,DIRECTING
1964,1965,37,DIRECTING,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,DIRECTING
1964,1965,37,DIRECTING,Robert Stevenson,Mary Poppins,False,DIRECTING
1964,1965,37,DIRECTING,George Cukor,My Fair Lady,True,DIRECTING
1964,1965,37,DIRECTING,Michael Cacoyannis,Zorba the Greek,False,DIRECTING
1964,1965,37,DOCUMENTARY (Feature),"Jack Le Vien, Producer",The Finest Hours,False,DOCUMENTARY
1964,1965,37,DOCUMENTARY (Feature),"Mel Stuart, Producer",Four Days in November,False,DOCUMENTARY
1964,1965,37,DOCUMENTARY (Feature),"Bert Haanstra, Producer",The Human Dutch,False,DOCUMENTARY
1964,1965,37,DOCUMENTARY (Feature),"Jacques-Yves Cousteau, Producer",Jacques-Yves Cousteau's World without Sun,True,DOCUMENTARY
1964,1965,37,DOCUMENTARY (Feature),"Jean Aurel, Producer","Over There, 1914-18",False,DOCUMENTARY
1964,1965,37,DOCUMENTARY (Short Subject),"Henry Jacobs and John Korty, Producers",Breaking the Habit,False,SHORT SUBJECT
1964,1965,37,DOCUMENTARY (Short Subject),"Charles Guggenheim, Producer",Children Without,False,SHORT SUBJECT
1964,1965,37,DOCUMENTARY (Short Subject),National Film Board of Canada,Kenojuak,False,SHORT SUBJECT
1964,1965,37,DOCUMENTARY (Short Subject),"Charles Guggenheim, Producer",Nine from Little Rock,True,SHORT SUBJECT
1964,1965,37,DOCUMENTARY (Short Subject),"Geoffrey Scott and Oxley Hughan, Producers",140 Days under the World,False,SHORT SUBJECT
1964,1965,37,FILM EDITING,Anne Coates,Becket,False,FILM EDITING
1964,1965,37,FILM EDITING,Ted J. Kent,Father Goose,False,FILM EDITING
1964,1965,37,FILM EDITING,Michael Luciano,"Hush...Hush, Sweet Charlotte",False,FILM EDITING
1964,1965,37,FILM EDITING,Cotton Warburton,Mary Poppins,True,FILM EDITING
1964,1965,37,FILM EDITING,William Ziegler,My Fair Lady,False,FILM EDITING
1964,1965,37,FOREIGN LANGUAGE FILM,Sweden,Raven's End,False,FOREIGN LANGUAGE FILM
1964,1965,37,FOREIGN LANGUAGE FILM,Israel,Sallah,False,FOREIGN LANGUAGE FILM
1964,1965,37,FOREIGN LANGUAGE FILM,France,The Umbrellas of Cherbourg,False,FOREIGN LANGUAGE FILM
1964,1965,37,FOREIGN LANGUAGE FILM,Japan,Woman in the Dunes,False,FOREIGN LANGUAGE FILM
1964,1965,37,FOREIGN LANGUAGE FILM,Italy,"Yesterday, Today and Tomorrow",True,FOREIGN LANGUAGE FILM
1964,1965,37,MUSIC (Music Score--substantially original),Laurence Rosenthal,Becket,False,MUSIC
1964,1965,37,MUSIC (Music Score--substantially original),Dimitri Tiomkin,The Fall of the Roman Empire,False,MUSIC
1964,1965,37,MUSIC (Music Score--substantially original),Frank DeVol,"Hush...Hush, Sweet Charlotte",False,MUSIC
1964,1965,37,MUSIC (Music Score--substantially original),"Richard M. Sherman, Robert B. Sherman",Mary Poppins,True,MUSIC
1964,1965,37,MUSIC (Music Score--substantially original),Henry Mancini,The Pink Panther,False,MUSIC
1964,1965,37,MUSIC (Scoring of Music--adaptation or treatment),George Martin,A Hard Day's Night,False,MUSIC
1964,1965,37,MUSIC (Scoring of Music--adaptation or treatment),Irwin Kostal,Mary Poppins,False,MUSIC
1964,1965,37,MUSIC (Scoring of Music--adaptation or treatment),Andre Previn,My Fair Lady,True,MUSIC
1964,1965,37,MUSIC (Scoring of Music--adaptation or treatment),Nelson Riddle,Robin and the 7 Hoods,False,MUSIC
1964,1965,37,MUSIC (Scoring of Music--adaptation or treatment),"Robert Armbruster, Leo Arnaud, Jack Elliott, Jack Hayes, Calvin Jackson, Leo Shuken",The Unsinkable Molly Brown,False,MUSIC
1964,1965,37,MUSIC (Song),Music and Lyrics by Richard M. Sherman and Robert B. Sherman,Mary Poppins,True,MUSIC
1964,1965,37,MUSIC (Song),Music by Henry Mancini; Lyrics by Jay Livingston and Ray Evans,Dear Heart,False,MUSIC
1964,1965,37,MUSIC (Song),Music by Frank DeVol; Lyrics by Mack David,"Hush...Hush, Sweet Charlotte",False,MUSIC
1964,1965,37,MUSIC (Song),Music by James Van Heusen; Lyrics by Sammy Cahn,Robin and the 7 Hoods,False,MUSIC
1964,1965,37,MUSIC (Song),Music by James Van Heusen; Lyrics by Sammy Cahn,Where Love Has Gone,False,MUSIC
1964,1965,37,BEST PICTURE,"Hal B. Wallis, Producer",Becket,False,BEST PICTURE
1964,1965,37,BEST PICTURE,"Stanley Kubrick, Producer",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,BEST PICTURE
1964,1965,37,BEST PICTURE,"Walt Disney and Bill Walsh, Producers",Mary Poppins,False,BEST PICTURE
1964,1965,37,BEST PICTURE,"Jack L. Warner, Producer",My Fair Lady,True,BEST PICTURE
1964,1965,37,BEST PICTURE,"Michael Cacoyannis, Producer",Zorba the Greek,False,BEST PICTURE
1964,1965,37,SHORT SUBJECT (Cartoon),National Film Board of Canada,Christmas Cracker,False,SHORT SUBJECT
1964,1965,37,SHORT SUBJECT (Cartoon),"William L. Snyder, Producer",How to Avoid Friendship,False,SHORT SUBJECT
1964,1965,37,SHORT SUBJECT (Cartoon),"William L. Snyder, Producer",Nudnik #2,False,SHORT SUBJECT
1964,1965,37,SHORT SUBJECT (Cartoon),"David H. DePatie and Friz Freleng, Producers",The Pink Phink,True,SHORT SUBJECT
1964,1965,37,SHORT SUBJECT (Live Action),"Edward Schreiber, Producer",Casals Conducts: 1964,True,SHORT SUBJECT
1964,1965,37,SHORT SUBJECT (Live Action),"Carson Davidson, Producer",Help! My Snowman's Burning Down,False,SHORT SUBJECT
1964,1965,37,SHORT SUBJECT (Live Action),"Robert Clouse, Producer",The Legend of Jimmy Blue Eyes,False,SHORT SUBJECT
1964,1965,37,SOUND,"Shepperton Studio Sound Department, John Cox, Sound Director",Becket,False,SOUND
1964,1965,37,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",Father Goose,False,SOUND
1964,1965,37,SOUND,"Walt Disney Studio Sound Department, Robert O. Cook, Sound Director",Mary Poppins,False,SOUND
1964,1965,37,SOUND,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",My Fair Lady,True,SOUND
1964,1965,37,SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",The Unsinkable Molly Brown,False,SOUND
1964,1965,37,SOUND EFFECTS,Norman Wanstall,Goldfinger,True,SOUND EFFECTS
1964,1965,37,SOUND EFFECTS,Robert L. Bratton,The Lively Set,False,SOUND EFFECTS
1964,1965,37,SPECIAL VISUAL EFFECTS,"Peter Ellenshaw, Eustace Lycett, Hamilton Luske",Mary Poppins,True,SPECIAL VISUAL EFFECTS
1964,1965,37,SPECIAL VISUAL EFFECTS,Jim Danforth,7 Faces of Dr. Lao,False,SPECIAL VISUAL EFFECTS
1964,1965,37,WRITING (Screenplay--based on material from another medium),Edward Anhalt,Becket,True,WRITING
1964,1965,37,WRITING (Screenplay--based on material from another medium),"Stanley Kubrick, Peter George, Terry Southern",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,WRITING
1964,1965,37,WRITING (Screenplay--based on material from another medium),"Bill Walsh, Don DaGradi",Mary Poppins,False,WRITING
